ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest
P1039,layla.harris1082@ellarises.org,Layla,Harris,2004-03-04,participant,801-865-7260,Riverton,UT,84886.0,Tech Apprenticeship,Both
P1040,henry.white1083@ellarises.org,Henry,White,2008-12-21,participant,801-284-2999,Logan,UT,84120.0,Tech Apprenticeship,Both
P1041,daniel.anderson1084@ellarises.org,Daniel,Anderson,2011-04-19,participant,801-910-2549,Spanish Fork,UT,84281.0,North Summit High,Arts
P1042,levi.ramirez1085@learners.net,Levi,Ramirez,2014-01-04,participant,801-533-2040,St. George,UT,84102.0,Startup Lab,Both
P1043,riley.sanchez1086@ellarises.org,Riley,Sanchez,2008-12-16,participant,801-749-9684,Bountiful,UT,84570.0,East Ridge Middle,Both
P1044,sebastian.davis1087@studentmail.org,Sebastian,Davis,1998-02-13,participant,801-813-3948,Logan,UT,84186.0,Cafe Rio,Arts
P1045,aaliyah.davis1088@ellarises.org,Aaliyah,Davis,1999-12-21,participant,801-411-3641,St. George,UT,84589.0,Cafe Rio,Arts
P1046,isabella.garcia1089@ellarises.org,Isabella,Garcia,2001-11-06,participant,801-572-9919,Pleasant Grove,UT,84306.0,SLCC,Both
P1047,ava.thomas1090@learners.net,Ava,Thomas,2012-10-13,participant,801-731-5807,Provo,UT,84969.0,Cafe Rio,Arts
P1048,camila.torres1091@community.org,Camila,Torres,2009-06-14,participant,801-560-9818,Lehi,UT,84536.0,Valley Charter,Both
P1049,elizabeth.williams1092@studentmail.org,Elizabeth,Williams,2002-10-30,participant,801-345-5910,Provo,UT,84193.0,North Summit High,Both
P1050,hannah.nguyen1093@learners.net,Hannah,Nguyen,1999-09-02,participant,801-946-7914,Layton,UT,84132.0,Cafe Rio,Arts
P1051,lucy.harris1094@studentmail.org,Lucy,Harris,2013-03-05,participant,801-285-5164,Bountiful,UT,84468.0,SLCC,Both
P1052,aria.wright1095@studentmail.org,Aria,Wright,2012-03-14,participant,801-950-5413,Ogden,UT,84645.0,Art Studio,Both
P1053,addison.jones1097@learners.net,Addison,Jones,2007-02-15,participant,801-312-9984,Logan,UT,84545.0,East Ridge Middle,Arts
P1054,emily.white1098@learners.net,Emily,White,1998-03-22,participant,801-431-5483,Layton,UT,84150.0,East Ridge Middle,Arts
P1055,victoria.harris1099@ellarises.org,Victoria,Harris,2011-03-17,participant,801-739-6022,Logan,UT,84180.0,Community Center,Arts
P1056,elizabeth.king1100@learners.net,Elizabeth,King,1999-01-28,participant,801-477-2623,Murray,UT,84565.0,North Summit High,Arts
P1057,hazel.lopez1101@learners.net,Hazel,Lopez,2003-10-24,participant,801-806-3090,Bountiful,UT,84489.0,Westview High,Both
P1058,daniel.martinez1102@studentmail.org,Daniel,Martinez,1999-03-10,participant,801-781-5380,St. George,UT,84388.0,Startup Lab,Both
P1059,zoe.thomas1103@community.org,Zoe,Thomas,2008-07-06,participant,801-649-6799,Riverton,UT,84188.0,Cafe Rio,Arts
P1060,penelope.ramirez1104@studentmail.org,Penelope,Ramirez,2007-02-13,participant,801-289-6007,Murray,UT,84651.0,Retail Store,Arts
P1061,emily.garcia1105@ellarises.org,Emily,Garcia,2010-11-26,participant,801-295-3705,West Jordan,UT,84968.0,Westview High,STEM
P1062,aurora.scott1106@community.org,Aurora,Scott,2014-05-23,participant,801-634-9334,Salt Lake City,UT,84986.0,North Summit High,Arts
P1063,jackson.allen1107@ellarises.org,Jackson,Allen,2014-09-24,participant,801-831-4115,Bountiful,UT,84015.0,Westview High,Both
P1064,elijah.wright1108@learners.net,Elijah,Wright,2013-05-05,participant,801-877-9652,West Jordan,UT,84757.0,Local Library,STEM
P1065,lucas.hernandez1109@studentmail.org,Lucas,Hernandez,2009-07-10,participant,801-575-3184,Orem,UT,84077.0,UVU,STEM
P1066,elijah.young1110@community.org,Elijah,Young,2013-03-25,participant,801-315-6537,Orem,UT,84383.0,Valley Charter,Both
P1067,avery.jackson1111@learners.net,Avery,Jackson,1998-01-19,participant,801-471-4490,Spanish Fork,UT,84301.0,Art Studio,Both
P1068,james.wilson1112@learners.net,James,Wilson,2011-11-09,participant,801-236-8586,Pleasant Grove,UT,84846.0,Community Center,Arts
P1069,amelia.thompson1113@ellarises.org,Amelia,Thompson,2000-05-27,participant,801-505-6798,Riverton,UT,84337.0,Westview High,Arts
P1070,riley.sanchez1114@learners.net,Riley,Sanchez,2002-06-07,participant,801-641-9061,Salt Lake City,UT,84104.0,East Ridge Middle,Both
P1071,daniel.martinez1115@community.org,Daniel,Martinez,2001-06-28,participant,801-699-1113,Logan,UT,84936.0,Retail Store,Both
P1072,eleanor.anderson1116@community.org,Eleanor,Anderson,2007-08-10,participant,801-506-6971,Bountiful,UT,84384.0,Startup Lab,STEM
P1073,sebastian.moore1117@ellarises.org,Sebastian,Moore,2001-02-19,participant,801-649-3651,Riverton,UT,84673.0,UVU,Both
P1074,william.smith1118@learners.net,William,Smith,1998-11-26,participant,801-394-5667,Sandy,UT,84114.0,North Summit High,Arts
P1075,oliver.perez1119@ellarises.org,Oliver,Perez,2012-12-02,participant,801-403-8852,Orem,UT,84683.0,BYU,STEM
P1076,oliver.young1120@community.org,Oliver,Young,2009-04-04,participant,801-969-7551,St. George,UT,84333.0,Art Studio,Both
P1077,hazel.rodriguez1121@ellarises.org,Hazel,Rodriguez,2001-06-28,participant,801-221-3066,Logan,UT,84812.0,UVU,Both
P1078,olivia.thomas1122@ellarises.org,Olivia,Thomas,2007-09-29,participant,801-811-1131,Lehi,UT,84440.0,Mountain View High,Arts
P1079,aurora.young1123@ellarises.org,Aurora,Young,2014-05-11,participant,801-832-3498,Taylorsville,UT,84254.0,Cafe Rio,STEM
P1080,addison.moore1124@ellarises.org,Addison,Moore,2002-06-14,participant,801-453-8031,Layton,UT,84718.0,Mountain View High,Both
P1081,mila.allen1125@studentmail.org,Mila,Allen,2003-02-23,participant,801-805-3436,Sandy,UT,84876.0,East Ridge Middle,STEM
P1082,liam.williams1126@learners.net,Liam,Williams,1998-05-25,participant,801-349-7984,Sandy,UT,84952.0,Local Library,STEM
P1083,emily.brown1127@community.org,Emily,Brown,2002-12-22,participant,801-513-4791,Taylorsville,UT,84538.0,UVU,Arts
P1084,levi.brown1128@community.org,Levi,Brown,2006-02-26,participant,801-312-5411,Provo,UT,84312.0,BYU,Arts
P1085,oliver.thomas1129@learners.net,Oliver,Thomas,1999-03-04,participant,801-241-1008,Provo,UT,84187.0,Tech Apprenticeship,Both
P1086,claire.wilson1130@learners.net,Claire,Wilson,2007-08-31,participant,801-821-2650,Spanish Fork,UT,84287.0,North Summit High,Arts
P1087,alexander.white1131@learners.net,Alexander,White,2013-04-26,participant,801-299-1223,Murray,UT,84115.0,Cafe Rio,STEM
P1088,skylar.white1132@learners.net,Skylar,White,2012-08-01,participant,801-580-4903,Pleasant Grove,UT,84620.0,BYU,STEM
P1089,hazel.garcia1133@ellarises.org,Hazel,Garcia,1998-12-03,participant,801-960-2971,St. George,UT,84645.0,Local Library,Both
P1090,zoey.gonzalez1134@community.org,Zoey,Gonzalez,2004-10-05,participant,801-759-6618,Logan,UT,84077.0,Art Studio,Arts
P1091,nora.wright1135@studentmail.org,Nora,Wright,2010-05-07,participant,801-396-7851,Provo,UT,84131.0,Art Studio,Arts
P1092,kennedy.white1136@community.org,Kennedy,White,2008-10-30,participant,801-646-2109,Logan,UT,84933.0,SLCC,Both
P1093,mateo.johnson1137@studentmail.org,Mateo,Johnson,1999-01-08,participant,801-332-5745,Layton,UT,84714.0,Local Library,STEM
P1094,zoey.sanchez1138@community.org,Zoey,Sanchez,2007-10-27,participant,801-276-3711,Pleasant Grove,UT,84995.0,Retail Store,Both
P1095,hazel.scott1139@community.org,Hazel,Scott,2002-02-16,participant,801-478-4390,Bountiful,UT,84622.0,Westview High,STEM
P1096,savannah.moore1141@ellarises.org,Savannah,Moore,2003-05-06,participant,801-246-9741,Orem,UT,84230.0,BYU,STEM
P1097,aria.moore1142@studentmail.org,Aria,Moore,2002-09-17,participant,801-252-5079,Layton,UT,84895.0,Cafe Rio,STEM
P1098,ava.thompson1143@learners.net,Ava,Thompson,2014-03-13,participant,801-922-5326,Lehi,UT,84086.0,North Summit High,Arts
P1099,savannah.lee1144@ellarises.org,Savannah,Lee,2014-05-21,participant,801-564-4592,Salt Lake City,UT,84844.0,BYU,STEM
P1100,william.white1147@studentmail.org,William,White,2008-04-21,participant,801-707-3973,Spanish Fork,UT,84096.0,North Summit High,STEM
P1101,zoey.torres1148@community.org,Zoey,Torres,2004-12-15,participant,801-488-1344,Orem,UT,84664.0,North Summit High,STEM
P1102,james.hill1149@studentmail.org,James,Hill,2003-07-03,participant,801-273-7986,Ogden,UT,84147.0,Mountain View High,Both
P1103,liam.miller1150@studentmail.org,Liam,Miller,2006-08-12,participant,801-302-7191,Salt Lake City,UT,84618.0,Westview High,STEM
P1104,olivia.williams1151@studentmail.org,Olivia,Williams,2001-03-14,participant,801-285-5385,West Jordan,UT,84789.0,Tech Apprenticeship,Both
P1105,olivia.smith1152@ellarises.org,Olivia,Smith,2002-07-16,participant,801-924-2392,Lehi,UT,84874.0,North Summit High,Arts
P1106,henry.hernandez1153@learners.net,Henry,Hernandez,1999-04-03,participant,801-358-4994,Lehi,UT,84491.0,Cafe Rio,Both
P1107,paisley.wright1154@ellarises.org,Paisley,Wright,2010-03-20,participant,801-245-2684,Salt Lake City,UT,84845.0,BYU,STEM
P1108,daniel.clark1155@studentmail.org,Daniel,Clark,2003-01-31,participant,801-429-1393,Salt Lake City,UT,84935.0,SLCC,Arts
P1109,aria.thompson1156@learners.net,Aria,Thompson,2013-05-27,participant,801-900-7303,West Jordan,UT,84944.0,Startup Lab,Both
P1110,ella.young1157@studentmail.org,Ella,Young,2006-01-06,participant,801-304-5617,Logan,UT,84230.0,East Ridge Middle,Both
P1111,skylar.davis1158@learners.net,Skylar,Davis,2001-12-29,participant,801-244-3475,Ogden,UT,84918.0,SLCC,Both
P1112,skylar.hill1159@studentmail.org,Skylar,Hill,2012-01-06,participant,801-883-5940,Taylorsville,UT,84154.0,Community Center,Arts
P1113,kennedy.miller1160@learners.net,Kennedy,Miller,2013-12-15,participant,801-577-5348,Spanish Fork,UT,84678.0,Retail Store,STEM
P1114,ava.martinez1161@studentmail.org,Ava,Martinez,2014-03-07,participant,801-599-8318,Lehi,UT,84152.0,Retail Store,Arts
P1115,harper.davis1162@community.org,Harper,Davis,2000-11-10,participant,801-292-6292,Layton,UT,84149.0,North Summit High,Arts
P1116,skylar.rodriguez1164@studentmail.org,Skylar,Rodriguez,2010-01-31,participant,801-762-9144,Bountiful,UT,84429.0,Cafe Rio,Arts
P1117,sebastian.wright1165@studentmail.org,Sebastian,Wright,2009-10-26,participant,801-794-7911,Bountiful,UT,84086.0,Local Library,Both
P1118,camila.davis1167@ellarises.org,Camila,Davis,2004-08-11,participant,801-997-3283,Draper,UT,84370.0,Mountain View High,STEM
P1119,oliver.thomas1168@studentmail.org,Oliver,Thomas,2000-08-18,participant,801-964-3257,West Jordan,UT,84058.0,Art Studio,Both
P1120,aria.harris1169@ellarises.org,Aria,Harris,2012-11-12,participant,801-255-2736,Taylorsville,UT,84381.0,Local Library,STEM
P1121,levi.hill1170@studentmail.org,Levi,Hill,1999-10-10,participant,801-574-3314,Salt Lake City,UT,84151.0,Valley Charter,STEM
P1122,olivia.torres1171@community.org,Olivia,Torres,2014-09-05,participant,801-386-8696,St. George,UT,84784.0,North Summit High,Both
P1123,mason.martin1172@community.org,Mason,Martin,2012-06-18,participant,801-545-8274,Taylorsville,UT,84740.0,Art Studio,STEM
P1124,aurora.davis1173@studentmail.org,Aurora,Davis,2011-07-21,participant,801-857-1526,Provo,UT,84903.0,Retail Store,STEM
P1125,mateo.hernandez1174@ellarises.org,Mateo,Hernandez,2010-06-06,participant,801-633-8443,Bountiful,UT,84853.0,Art Studio,Arts
P1126,mateo.martin1175@studentmail.org,Mateo,Martin,2000-01-24,participant,801-360-5453,Taylorsville,UT,84954.0,Cafe Rio,Arts
P1127,ella.johnson0@learners.net,Ella,Johnson,1990-03-06,admin,801-342-2679,West Jordan,UT,84229.0,Ella Rises,Both
P1128,ethan.garcia1@community.org,Ethan,Garcia,1980-03-20,admin,801-295-4582,Provo,UT,84031.0,Ella Rises,Both
P1129,mateo.hill2@ellarises.org,Mateo,Hill,1984-05-29,admin,801-865-9928,Sandy,UT,84734.0,Ella Rises,Both
P1130,victoria.lewis3@learners.net,Victoria,Lewis,1982-08-19,admin,801-363-7924,Salt Lake City,UT,84778.0,Ella Rises,Both
P1131,lucy.williams5@community.org,Lucy,Williams,2010-05-20,participant,801-587-2291,Logan,UT,84997.0,BYU,Both
P1132,penelope.robinson26@studentmail.org,Penelope,Robinson,1999-02-19,participant,801-763-2604,Ogden,UT,84454.0,Tech Apprenticeship,Both
P1133,sofia.martin33@community.org,Sofia,Martin,1998-03-18,participant,801-969-2188,Lehi,UT,84952.0,Mountain View High,Both
P1134,nora.white49@community.org,Nora,White,2011-12-23,participant,801-880-6409,Ogden,UT,84972.0,UVU,Both
P1135,claire.lopez76@community.org,Claire,Lopez,2004-04-09,participant,801-464-6576,Sandy,UT,84364.0,Startup Lab,Both
P1136,paisley.martin81@learners.net,Paisley,Martin,2005-01-28,participant,801-938-4155,West Jordan,UT,84124.0,East Ridge Middle,Both
P1137,charlotte.martinez87@studentmail.org,Charlotte,Martinez,2010-07-08,participant,801-454-2940,Murray,UT,84088.0,Retail Store,Arts
P1138,theodore.davis103@studentmail.org,Theodore,Davis,2009-05-31,participant,801-933-5781,Spanish Fork,UT,84956.0,Art Studio,Arts
P1139,levi.anderson146@ellarises.org,Levi,Anderson,2000-07-30,participant,801-769-7022,Draper,UT,84866.0,Retail Store,Arts
P1140,elijah.hernandez196@community.org,Elijah,Hernandez,2011-10-16,participant,801-243-6776,Draper,UT,84458.0,SLCC,Arts
P1141,aurora.young202@studentmail.org,Aurora,Young,2001-11-15,participant,801-275-8406,Logan,UT,84139.0,Startup Lab,Both
P1142,chloe.hernandez209@learners.net,Chloe,Hernandez,1999-10-09,participant,801-731-5653,West Jordan,UT,84355.0,BYU,STEM
P1143,benjamin.hill249@learners.net,Benjamin,Hill,2014-12-27,participant,801-762-8714,Taylorsville,UT,84719.0,Cafe Rio,Both
P1144,addison.martinez361@ellarises.org,Addison,Martinez,2005-10-08,participant,801-438-9872,Taylorsville,UT,84025.0,Tech Apprenticeship,Both
P1145,sofia.gonzalez372@community.org,Sofia,Gonzalez,2011-01-23,participant,801-845-2376,Draper,UT,84703.0,Local Library,Arts
P1146,aaliyah.smith456@studentmail.org,Aaliyah,Smith,2007-09-16,participant,801-735-2560,Lehi,UT,84532.0,Tech Apprenticeship,Both
P1147,charlotte.lopez491@learners.net,Charlotte,Lopez,2007-02-22,participant,801-433-5237,Ogden,UT,84589.0,SLCC,Arts
P1148,scarlett.white507@community.org,Scarlett,White,2001-01-01,participant,801-990-5767,West Jordan,UT,84913.0,Mountain View High,Both
P1149,stella.sanchez537@community.org,Stella,Sanchez,2000-01-09,participant,801-215-2124,Sandy,UT,84531.0,Cafe Rio,Arts
P1150,victoria.anderson542@learners.net,Victoria,Anderson,2010-01-06,participant,801-561-9462,Taylorsville,UT,84979.0,Westview High,Both
P1151,elijah.miller601@studentmail.org,Elijah,Miller,2005-07-27,participant,801-611-9268,Orem,UT,84564.0,Tech Apprenticeship,STEM
P1152,madison.hill634@studentmail.org,Madison,Hill,1999-10-14,participant,801-226-6886,West Jordan,UT,84704.0,Art Studio,Arts
P1153,zoey.anderson636@ellarises.org,Zoey,Anderson,2007-04-07,participant,801-215-5421,Taylorsville,UT,84783.0,Valley Charter,Both
P1154,sofia.allen682@ellarises.org,Sofia,Allen,2005-04-23,participant,801-931-2752,Bountiful,UT,84838.0,Cafe Rio,Both
P1155,natalie.miller791@learners.net,Natalie,Miller,2004-04-24,participant,801-340-9489,St. George,UT,84014.0,UVU,Arts
P1156,mason.garcia879@learners.net,Mason,Garcia,2004-09-26,participant,801-281-8825,Riverton,UT,84448.0,North Summit High,STEM
P1157,violet.jackson906@studentmail.org,Violet,Jackson,2006-02-02,participant,801-581-7799,Ogden,UT,84273.0,Tech Apprenticeship,Both
P1158,oliver.hernandez922@studentmail.org,Oliver,Hernandez,2000-11-25,participant,801-696-8499,Pleasant Grove,UT,84131.0,Art Studio,Both
P1159,zoey.lewis951@ellarises.org,Zoey,Lewis,2013-04-07,participant,801-220-5606,West Jordan,UT,84761.0,Startup Lab,Both
P1160,stella.perez997@studentmail.org,Stella,Perez,2013-06-27,participant,801-902-7608,Taylorsville,UT,84436.0,Cafe Rio,Arts
P1161,benjamin.harris1009@studentmail.org,Benjamin,Harris,2003-05-18,participant,801-915-1715,Logan,UT,84403.0,Startup Lab,STEM
P1162,claire.robinson1014@community.org,Claire,Robinson,2012-09-26,participant,801-284-9985,Riverton,UT,84070.0,Valley Charter,Both
P1163,chloe.hernandez1021@ellarises.org,Chloe,Hernandez,2005-03-28,participant,801-310-6359,Taylorsville,UT,84525.0,Cafe Rio,Both
P1164,olivia.anderson1028@ellarises.org,Olivia,Anderson,2014-12-26,participant,801-442-8020,Logan,UT,84317.0,Valley Charter,Both
P1165,abigail.king1046@studentmail.org,Abigail,King,2013-07-08,participant,801-637-5143,Taylorsville,UT,84170.0,BYU,Both
P1166,lucy.clark1052@community.org,Lucy,Clark,1999-10-16,participant,801-851-3721,Logan,UT,84890.0,BYU,STEM
P1167,jack.allen1059@community.org,Jack,Allen,1998-05-17,participant,801-853-6278,Sandy,UT,84004.0,Tech Apprenticeship,Arts
P1168,zoey.davis1068@learners.net,Zoey,Davis,2010-12-10,participant,801-520-7229,St. George,UT,84874.0,Art Studio,STEM
P1169,bella.brown1069@studentmail.org,Bella,Brown,2013-03-27,participant,801-527-6980,Bountiful,UT,84434.0,Startup Lab,STEM
P1170,james.jones1076@learners.net,James,Jones,2006-10-31,participant,801-399-9978,Murray,UT,84714.0,East Ridge Middle,STEM
P1171,zoey.white1096@studentmail.org,Zoey,White,2007-09-23,participant,801-357-6183,Taylorsville,UT,84842.0,SLCC,STEM
P1172,hannah.nguyen1140@ellarises.org,Hannah,Nguyen,2003-10-22,participant,801-715-9602,Pleasant Grove,UT,84467.0,BYU,STEM
P1173,eleanor.johnson1145@ellarises.org,Eleanor,Johnson,2012-01-18,participant,801-869-5216,Bountiful,UT,84969.0,Tech Apprenticeship,Both
P1174,grace.lewis1146@studentmail.org,Grace,Lewis,2001-06-29,participant,801-408-7479,Lehi,UT,84276.0,Mountain View High,STEM
P1175,stella.lee1163@community.org,Stella,Lee,2011-07-01,participant,801-910-7782,Taylorsville,UT,84493.0,Retail Store,Both
P1176,victoria.garcia1166@studentmail.org,Victoria,Garcia,2006-02-16,participant,801-408-1281,Draper,UT,84003.0,Cafe Rio,Arts
